Crop,District,Soil,Rainfall,Temperature,Humidity,N,P,K,pH,Season,Irrigation,Yield
Barley,Bhavnagar,Black,614.9,19.4,73.2,28.8,58.0,70.3,7.05,Rabi,Tube Well,4.91
Wheat,Junagadh,Alluvial,372.4,21.4,52.1,22.1,30.1,47.5,7.35,Rabi,Rainfed,4.85
Barley,Junagadh,Clay,575.8,17.4,64.5,21.2,37.0,46.8,8.1,Rabi,Rainfed,3.82
Maize,Vadodara,Alluvial,1310.2,22.5,72.8,105.0,72.3,74.2,6.71,Rabi,Drip,5.53
Rice,Bhavnagar,Black,1800.6,29.3,85.5,52.3,57.9,61.6,7.29,Kharif,Rainfed,4.92
Rice,Vadodara,Alluvial,1163.9,26.2,84.8,103.5,66.3,86.7,6.68,Kharif,Sprinkler,5.91
Wheat,Ahmedabad,Black,401.3,25.1,68.9,122.9,82.5,57.9,8.04,Rabi,Sprinkler,5.0
Wheat,Bhavnagar,Sandy,391.1,25.8,63.6,110.4,29.7,85.8,5.63,Rabi,Sprinkler,4.22
Barley,Junagadh,Red,669.7,19.3,68.6,109.9,42.0,23.7,7.81,Rabi,Sprinkler,4.82
Barley,Ahmedabad,Red,813.8,20.1,71.2,78.2,84.1,52.2,7.67,Rabi,Rainfed,4.8
Barley,Junagadh,Red,466.8,13.0,61.6,134.2,34.9,76.0,8.36,Rabi,Rainfed,3.42
Cotton,Surat,Clay,1050.5,28.9,76.0,76.5,74.1,63.4,5.69,Kharif,Drip,4.19
Maize,Ahmedabad,Black,604.8,30.3,65.4,95.0,49.2,106.6,7.14,Rabi,Canal,6.56
Barley,Amreli,Black,417.5,12.5,51.2,52.9,42.6,116.0,7.07,Rabi,Canal,4.28
Maize,Ahmedabad,Sandy,784.7,20.3,64.3,99.4,60.7,55.2,7.34,Kharif,Drip,5.13
Cotton,Amreli,Clay,1862.0,29.6,84.5,82.0,89.3,20.7,6.97,Kharif,Canal,3.08
Soybean,Bhavnagar,Clay,567.2,23.6,50.1,81.3,25.5,106.2,5.81,Kharif,Tube Well,3.91
Wheat,Surat,Black,638.2,20.5,74.9,55.9,36.0,34.2,8.19,Rabi,Canal,5.19
Wheat,Surat,Clay,440.7,19.3,49.4,119.5,10.5,38.4,7.32,Rabi,Drip,5.55
Wheat,Surat,Sandy,499.0,12.6,52.8,65.6,74.4,83.6,6.81,Rabi,Tube Well,4.14
Maize,Vadodara,Red,761.9,18.8,51.6,44.6,28.6,58.6,6.14,Kharif,Drip,4.8
Rice,Rajkot,Clay,1459.7,34.4,79.0,69.7,56.2,42.0,6.56,Summer,Tube Well,5.07
Wheat,Surat,Sandy,669.6,23.4,54.8,128.4,48.7,75.3,6.98,Rabi,Drip,4.98
Rice,Amreli,Sandy,1430.3,25.2,75.8,22.6,86.3,58.7,7.87,Summer,Tube Well,4.81
Barley,Bhavnagar,Red,846.8,14.3,56.7,94.4,57.7,105.4,6.15,Rabi,Drip,4.54
Soybean,Vadodara,Black,518.7,23.5,82.9,124.6,50.9,74.3,5.52,Kharif,Sprinkler,4.12
Wheat,Surat,Red,695.2,24.6,65.1,61.8,57.0,47.6,8.5,Rabi,Canal,4.77
Cotton,Surat,Alluvial,1853.7,24.4,89.9,86.2,88.8,90.5,5.75,Kharif,Canal,3.43
Maize,Junagadh,Red,1145.8,22.4,77.4,41.0,72.6,84.7,7.55,Kharif,Drip,4.78
Wheat,Bhavnagar,Black,818.4,12.8,45.2,89.2,69.2,23.0,8.26,Rabi,Sprinkler,4.56
Barley,Vadodara,Red,706.8,16.5,72.4,74.6,31.3,57.9,7.58,Rabi,Rainfed,4.36
Maize,Amreli,Sandy,1186.3,28.3,78.5,23.9,13.8,97.9,7.1,Rabi,Canal,4.75
Soybean,Vadodara,Red,1325.3,25.0,69.1,120.0,53.0,69.3,8.22,Kharif,Drip,3.43
Maize,Junagadh,Black,1258.2,19.6,77.8,42.0,74.6,79.3,6.08,Kharif,Canal,4.85
Soybean,Ahmedabad,Clay,955.3,18.9,82.3,41.3,52.3,99.4,6.15,Kharif,Tube Well,2.82
Cotton,Vadodara,Alluvial,1863.6,29.9,90.7,127.3,61.9,91.2,7.15,Kharif,Canal,3.92
Wheat,Junagadh,Sandy,563.6,18.1,42.6,79.8,49.5,76.8,6.59,Rabi,Drip,5.03
Rice,Amreli,Red,1519.8,31.6,67.3,73.9,17.6,77.9,6.34,Kharif,Rainfed,4.83
Wheat,Rajkot,Alluvial,735.0,23.6,67.7,125.9,87.4,61.1,8.35,Rabi,Drip,5.56
Maize,Ahmedabad,Red,1248.7,28.6,68.1,97.7,42.5,70.7,7.02,Rabi,Sprinkler,5.34
Soybean,Junagadh,Sandy,959.9,19.1,70.6,23.8,18.5,72.7,7.27,Kharif,Canal,2.66
Cotton,Amreli,Red,1099.7,30.3,67.8,44.3,34.8,92.8,5.57,Kharif,Rainfed,3.12
Soybean,Amreli,Black,1307.4,18.2,74.5,134.6,66.5,119.4,7.56,Kharif,Drip,2.59
Rice,Rajkot,Red,941.9,27.4,91.4,137.7,41.4,108.1,7.03,Kharif,Canal,5.59
Cotton,Bhavnagar,Red,1529.4,30.7,67.7,71.9,28.2,41.7,7.01,Kharif,Canal,3.66
Maize,Junagadh,Clay,985.5,24.0,84.0,87.2,30.3,39.2,7.33,Kharif,Drip,5.82
Barley,Rajkot,Sandy,714.0,13.0,52.7,132.2,79.0,45.0,5.97,Rabi,Rainfed,3.59
Soybean,Ahmedabad,Alluvial,736.8,24.6,80.7,29.6,75.7,75.0,5.6,Kharif,Drip,4.33
Barley,Ahmedabad,Clay,802.4,21.3,45.7,108.1,68.2,59.6,8.27,Rabi,Tube Well,4.73
